,UNC_YEAR,HSCD,COUNTRYCD,COUNTRYNM,TRADE_COUNTRYCD,TRADE_HSCD,TARIFF_AVG,SNDIST,NY_GDP_MKTP_CD,NY_GDP_MKTP_CD_1Y,SP_POP_TOTL,PA_NUS_FCRF,IC_BUS_EASE_DFRN_DB,KMDIST,TRADE_HSCD_COUNTRYCD,KR_TRADE_HSCD_COUNTRYCD
10933,2017,870332,458,Malaysia,194720000000.0,138144000000.0,17.6,8189.594063,319112000000.0,301255000000.0,31105028,4.300440878,78.27291,4614.067383,30048146.0,6070407
10934,2017,870332,496,Mongolia,4337305039.0,138144000000.0,5.0,4672.228516,11425755280.0,11186734674.0,3113779,2439.777201,66.1351,2003.103271,1207712.0,334765
10936,2017,870332,554,New Zealand,40128397719.0,138144000000.0,0.0,14691.1484,205416000000.0,188224000000.0,4793900,1.407408333,87.16633,10293.83691,463103583.0,111791288
10937,2017,870332,579,Norway,85525812090.0,138144000000.0,0.0,2839.443546,398394000000.0,368820000000.0,5276968,8.271666667,82.35614,7730.766602,1690117942.0,5613277
10938,2017,870332,604,Peru,39763884637.0,138144000000.0,0.0,12450.04297,211007000000.0,191896000000.0,31444297,3.260488491,67.5175,16329.76465,10114373.0,69560
10939,2017,870332,608,Philippines,101889000000.0,138144000000.0,5.0,7145.148357,328481000000.0,318627000000.0,105173264,50.40371979,59.25872,2615.750732,1181230923.0,79248617
10940,2017,870332,616,Poland,217979000000.0,138144000000.0,0.0,3770.001385,526509000000.0,472630000000.0,37974826,3.779333333,77.68044,7753.967285,2579966187.0,104646134
10941,2017,870332,643,Russian Federation,228213000000.0,138144000000.0,11.1,3457.544772,1574200000000.0,1276790000000.0,144496740,58.34280119,75.21312667,6614.064453,858019774.0,34035813
10942,2017,870332,682,Saudi Arabia,134519000000.0,138144000000.0,5.0,7603.693262,688586000000.0,644936000000.0,33099147,3.75,59.44422,7557.271973,1203763.0,37456
10943,2017,870332,699,India,444052000000.0,138144000000.0,125.0,5220.977127,2652750000000.0,2294800000000.0,1338658835,65.12156865,55.90158667,4692.671875,60938420.0,442387
10944,2017,870332,702,Singapore,327710000000.0,138144000000.0,0.0,9995.1333,341863000000.0,318652000000.0,5612253,1.380925,85.44138,4676.682617,23392627.0,8284451
10945,2017,870332,704,Viet Nam,213215000000.0,138144000000.0,56.9,7006.812763,223780000000.0,205276000000.0,94596642,22370.08667,65.28861,2740.135254,109554487.0,106347980
10946,2017,870332,710,South Africa,83030698712.0,138144000000.0,23.3,7802.22906,349554000000.0,296357000000.0,57000451,13.32380142,65.40686,13723.41309,638602712.0,58327149
10948,2017,870332,757,Switzerland,267501000000.0,138144000000.0,0.0,2944.021249,679950000000.0,671309000000.0,8451840,0.984691667,76.42092,8878.165039,3314128020.0,69952764
10949,2017,870332,784,United Arab Emirates,270955000000.0,138144000000.0,5.0,5899.526654,385606000000.0,357045000000.0,9487203,3.6725,77.43435,6909.236328,70253128.0,603540
10950,2017,870332,792,Turkey,233800000000.0,138144000000.0,1.1,4239.842279,858989000000.0,869683000000.0,81101892,3.648132635,69.37882,7967.700684,3912746539.0,104857364
10951,2017,870332,818,Egypt,66338749061.0,138144000000.0,90.0,4752.052424,235734000000.0,332442000000.0,96442593,17.78253352,55.47428,8497.368164,2070915.0,92209
10952,2017,870332,826,United Kingdom,641332000000.0,138144000000.0,0.0,4590.893737,2666230000000.0,2694280000000.0,66058859,0.776976682,83.34108,8875.389648,16974505075.0,374101615
10953,2017,870332,842,USA,2405280000000.0,138144000000.0,0.0,6751.276613,19519400000000.0,18715000000000.0,324985539,1.0,83.35255333,11065.70215,803299181.0,1232536
10954,2017,870324,12,Algeria,46052990973.0,100723000000.0,25.7,7565.166646,170163000000.0,159995000000.0,41389198,110.9730167,46.10981,9954.009766,1023062.0,46136
10955,2017,870324,36,Australia,228442000000.0,100723000000.0,0.0,11152.20493,1329190000000.0,1208850000000.0,24601860,1.304758077,80.22369,8329.652344,1917850378.0,162479596
10958,2017,870324,76,Brazil,150749000000.0,100723000000.0,35.0,10100.0729,2062830000000.0,1795700000000.0,207833831,3.191389446,55.38240333,18364.50586,99783903.0,31485909
10959,2017,870324,104,Myanmar,19253441935.0,100723000000.0,26.1,8031.814528,68945867478.0,67184236747.0,53382581,1360.358707,42.67139,3796.142578,24526025.0,422961
10960,2017,870324,124,Canada,432405000000.0,100723000000.0,0.0,7248.830649,1649880000000.0,1528240000000.0,36543321,1.297935846,79.54094,10617.70313,10948616440.0,275678438
10961,2017,870324,144,Sri Lanka,21316172076.0,100723000000.0,28.5,9761.290387,87428125558.0,82401038710.0,21444000,152.4464139,59.82373,5840.512695,8617244.0,41630
10962,2017,870324,152,Chile,65257236198.0,100723000000.0,0.0,10746.81335,277045000000.0,250440000000.0,18470439,648.8337926,71.58185,18375.18164,261516735.0,11883492
10963,2017,870324,156,China,1843790000000.0,100723000000.0,13.5,7021.639033,12310400000000.0,11233300000000.0,1386395000,6.758755086,64.63936,955.651062,6317204176.0,53568
10964,2017,870324,203,Czechia,162899000000.0,100723000000.0,0.0,3072.867531,218629000000.0,196272000000.0,10594438,23.37633333,76.38834,8262.0625,190443293.0,2436795
10967,2017,870324,320,Guatemala,18377914375.0,100723000000.0,0.0,4311.299284,71612352645.0,66053725049.0,16087418,7.34793875,61.95631,13029.69238,69858964.0,81883
10968,2017,870324,344,"China, Hong Kong SAR",589317000000.0,100723000000.0,0.0,6229.926323,341244000000.0,320838000000.0,7391700,7.79325,84.76059,2095.842529,583692138.0,4998461
10969,2017,870324,360,Indonesia,156925000000.0,100723000000.0,0.0,7301.008678,1015620000000.0,931877000000.0,264645886,13380.83388,64.52893333,5291.683594,19611365.0,34139
10970,2017,870324,364,Iran,51612276867.0,100723000000.0,66.0,3505.869924,445345000000.0,417984000000.0,80673951,33226.29815,55.70786,6562.448242,9306605.0,32790
10972,2017,870324,392,Japan,671474000000.0,100723000000.0,0.0,7809.554694,4866860000000.0,4922540000000.0,126785797,112.1661411,78.02069667,1156.669556,1662765311.0,238126
10973,2017,870324,398,Kazakhstan,29345907738.0,100723000000.0,12.2,5699.323053,166806000000.0,137278000000.0,18037776,326.0010227,74.84879,4227.771973,146126934.0,71490
10974,2017,870324,414,Kuwait,33568329846.0,100723000000.0,5.0,5509.429303,120707000000.0,109420000000.0,4056099,0.303349758,59.96924,7181.024902,1861293360.0,13483688
10975,2017,870324,458,Malaysia,194720000000.0,100723000000.0,22.9,7509.898266,319112000000.0,301255000000.0,31105028,4.300440878,78.27291,4614.067383,95355365.0,320402
10976,2017,870324,484,Mexico,420369000000.0,100723000000.0,35.0,9231.485656,1158910000000.0,1078490000000.0,124777324,18.92651667,73.39408333,12066.00781,1857163780.0,69296295
10977,2017,870324,496,Mongolia,4337305039.0,100723000000.0,5.0,7386.641406,11425755280.0,11186734674.0,3113779,2439.777201,66.1351,2003.103271,60213961.0,120906
10979,2017,870324,554,New Zealand,40128397719.0,100723000000.0,0.0,14043.10062,205416000000.0,188224000000.0,4793900,1.407408333,87.16633,10293.83691,565112874.0,7797827
10980,2017,870324,579,Norway,85525812090.0,100723000000.0,0.0,2426.814691,398394000000.0,368820000000.0,5276968,8.271666667,82.35614,7730.766602,155746489.0,37524
10981,2017,870324,604,Peru,39763884637.0,100723000000.0,0.0,10872.60742,211007000000.0,191896000000.0,31444297,3.260488491,67.5175,16329.76465,100517025.0,3828978
10982,2017,870324,608,Philippines,101889000000.0,100723000000.0,3.3,6742.018442,328481000000.0,318627000000.0,105173264,50.40371979,59.25872,2615.750732,131250250.0,68772
10983,2017,870324,616,Poland,217979000000.0,100723000000.0,0.0,3245.215071,526509000000.0,472630000000.0,37974826,3.779333333,77.68044,7753.967285,305073342.0,8757090
10984,2017,870324,643,Russian Federation,228213000000.0,100723000000.0,11.1,3735.328878,1574200000000.0,1276790000000.0,144496740,58.34280119,75.21312667,6614.064453,1168386743.0,59691008
10985,2017,870324,682,Saudi Arabia,134519000000.0,100723000000.0,5.0,5523.955923,688586000000.0,644936000000.0,33099147,3.75,59.44422,7557.271973,3763185440.0,28935551
10986,2017,870324,699,India,444052000000.0,100723000000.0,125.0,6621.544779,2652750000000.0,2294800000000.0,1338658835,65.12156865,55.90158667,4692.671875,47413030.0,150662
10987,2017,870324,702,Singapore,327710000000.0,100723000000.0,0.0,7734.001426,341863000000.0,318652000000.0,5612253,1.380925,85.44138,4676.682617,112371520.0,677890
10988,2017,870324,704,Viet Nam,213215000000.0,100723000000.0,36.4,8290.571412,223780000000.0,205276000000.0,94596642,22370.08667,65.28861,2740.135254,46200145.0,2341922
10989,2017,870324,710,South Africa,83030698712.0,100723000000.0,23.3,6617.991512,349554000000.0,296357000000.0,57000451,13.32380142,65.40686,13723.41309,318775337.0,732006
10991,2017,870324,757,Switzerland,267501000000.0,100723000000.0,0.0,3124.471068,679950000000.0,671309000000.0,8451840,0.984691667,76.42092,8878.165039,977493882.0,1734962
10992,2017,870324,784,United Arab Emirates,270955000000.0,100723000000.0,5.0,5855.43234,385606000000.0,357045000000.0,9487203,3.6725,77.43435,6909.236328,7374699381.0,69972442
10993,2017,870324,792,Turkey,233800000000.0,100723000000.0,1.0,4285.69074,858989000000.0,869683000000.0,81101892,3.648132635,69.37882,7967.700684,44872860.0,52627
10994,2017,870324,818,Egypt,66338749061.0,100723000000.0,80.0,5472.87898,235734000000.0,332442000000.0,96442593,17.78253352,55.47428,8497.368164,107600508.0,1644877
10995,2017,870324,826,United Kingdom,641332000000.0,100723000000.0,0.0,5454.948554,2666230000000.0,2694280000000.0,66058859,0.776976682,83.34108,8875.389648,1215739030.0,7448189
10996,2017,870324,842,USA,2405280000000.0,100723000000.0,0.0,7489.496705,19519400000000.0,18715000000000.0,324985539,1.0,83.35255333,11065.70215,47613034719.0,1331511520
10997,2017,870323,12,Algeria,46052990973.0,281392000000.0,21.7,3884.165774,170163000000.0,159995000000.0,41389198,110.9730167,46.10981,9954.009766,148219664.0,36509702
10998,2017,870323,36,Australia,228442000000.0,281392000000.0,0.0,11660.40544,1329190000000.0,1208850000000.0,24601860,1.304758077,80.22369,8329.652344,8988196802.0,1278053833
11001,2017,870323,76,Brazil,150749000000.0,281392000000.0,35.0,9878.05728,2062830000000.0,1795700000000.0,207833831,3.191389446,55.38240333,18364.50586,1285285187.0,111758337
11002,2017,870323,104,Myanmar,19253441935.0,281392000000.0,27.5,8349.488852,68945867478.0,67184236747.0,53382581,1360.358707,42.67139,3796.142578,178633065.0,9002657
11003,2017,870323,124,Canada,432405000000.0,281392000000.0,0.0,7410.385063,1649880000000.0,1528240000000.0,36543321,1.297935846,79.54094,10617.70313,13785912401.0,1651054046
11004,2017,870323,144,Sri Lanka,21316172076.0,281392000000.0,24.6,7805.964499,87428125558.0,82401038710.0,21444000,152.4464139,59.82373,5840.512695,95231564.0,76225
11005,2017,870323,152,Chile,65257236198.0,281392000000.0,0.0,10736.49645,277045000000.0,250440000000.0,18470439,648.8337926,71.58185,18375.18164,2123270121.0,351715301
11006,2017,870323,156,China,1843790000000.0,281392000000.0,13.5,6891.966397,12310400000000.0,11233300000000.0,1386395000,6.758755086,64.63936,955.651062,37908637376.0,1417223
11007,2017,870323,203,Czechia,162899000000.0,281392000000.0,0.0,2941.615028,218629000000.0,196272000000.0,10594438,23.37633333,76.38834,8262.0625,676556812.0,10898725
11010,2017,870323,320,Guatemala,18377914375.0,281392000000.0,0.0,7093.209217,71612352645.0,66053725049.0,16087418,7.34793875,61.95631,13029.69238,359723578.0,14110347
11011,2017,870323,344,"China, Hong Kong SAR",589317000000.0,281392000000.0,0.0,6875.517553,341244000000.0,320838000000.0,7391700,7.79325,84.76059,2095.842529,774256394.0,23511695
11012,2017,870323,360,Indonesia,156925000000.0,281392000000.0,4.5,8388.05816,1015620000000.0,931877000000.0,264645886,13380.83388,64.52893333,5291.683594,476160729.0,9571174
11013,2017,870323,364,Iran,51612276867.0,281392000000.0,61.0,4272.31398,445345000000.0,417984000000.0,80673951,33226.29815,55.70786,6562.448242,1584009531.0,65544462
11015,2017,870323,392,Japan,671474000000.0,281392000000.0,0.0,8348.366283,4866860000000.0,4922540000000.0,126785797,112.1661411,78.02069667,1156.669556,4287849226.0,1906702
11016,2017,870323,398,Kazakhstan,29345907738.0,281392000000.0,15.4,4747.427849,166806000000.0,137278000000.0,18037776,326.0010227,74.84879,4227.771973,345731866.0,2344601
11017,2017,870323,414,Kuwait,33568329846.0,281392000000.0,5.0,5029.335321,120707000000.0,109420000000.0,4056099,0.303349758,59.96924,7181.024902,740629261.0,141976368
11018,2017,870323,458,Malaysia,194720000000.0,281392000000.0,21.1,8209.052164,319112000000.0,301255000000.0,31105028,4.300440878,78.27291,4614.067383,1126775821.0,15484923
11019,2017,870323,484,Mexico,420369000000.0,281392000000.0,35.0,9714.524245,1158910000000.0,1078490000000.0,124777324,18.92651667,73.39408333,12066.00781,6472373008.0,382774054
11020,2017,870323,496,Mongolia,4337305039.0,281392000000.0,5.0,5836.597997,11425755280.0,11186734674.0,3113779,2439.777201,66.1351,2003.103271,42399825.0,999996
11022,2017,870323,554,New Zealand,40128397719.0,281392000000.0,0.0,13416.00638,205416000000.0,188224000000.0,4793900,1.407408333,87.16633,10293.83691,1755980713.0,147260819
11023,2017,870323,579,Norway,85525812090.0,281392000000.0,0.0,3073.383953,398394000000.0,368820000000.0,5276968,8.271666667,82.35614,7730.766602,568518602.0,201637
11024,2017,870323,604,Peru,39763884637.0,281392000000.0,0.5,10030.76455,211007000000.0,191896000000.0,31444297,3.260488491,67.5175,16329.76465,918887149.0,163643737
11025,2017,870323,608,Philippines,101889000000.0,281392000000.0,4.2,7405.344389,328481000000.0,318627000000.0,105173264,50.40371979,59.25872,2615.750732,1702934071.0,65802961
11026,2017,870323,616,Poland,217979000000.0,281392000000.0,0.0,3410.23654,526509000000.0,472630000000.0,37974826,3.779333333,77.68044,7753.967285,2736770981.0,79637081
11027,2017,870323,643,Russian Federation,228213000000.0,281392000000.0,13.3,3606.992798,1574200000000.0,1276790000000.0,144496740,58.34280119,75.21312667,6614.064453,2416823090.0,49371991
11028,2017,870323,682,Saudi Arabia,134519000000.0,281392000000.0,5.0,5332.537027,688586000000.0,644936000000.0,33099147,3.75,59.44422,7557.271973,4512124389.0,700842866
11029,2017,870323,699,India,444052000000.0,281392000000.0,125.0,6055.860397,2652750000000.0,2294800000000.0,1338658835,65.12156865,55.90158667,4692.671875,38744969.0,120072
11030,2017,870323,702,Singapore,327710000000.0,281392000000.0,0.0,8480.930688,341863000000.0,318652000000.0,5612253,1.380925,85.44138,4676.682617,1040435556.0,57534643
11031,2017,870323,704,Viet Nam,213215000000.0,281392000000.0,56.5,7249.515389,223780000000.0,205276000000.0,94596642,22370.08667,65.28861,2740.135254,448845949.0,393967354
11032,2017,870323,710,South Africa,83030698712.0,281392000000.0,23.3,7688.576178,349554000000.0,296357000000.0,57000451,13.32380142,65.40686,13723.41309,1050435666.0,96611964
11034,2017,870323,757,Switzerland,267501000000.0,281392000000.0,0.0,2391.753614,679950000000.0,671309000000.0,8451840,0.984691667,76.42092,8878.165039,2718833402.0,51766884
11035,2017,870323,784,United Arab Emirates,270955000000.0,281392000000.0,5.0,5092.208743,385606000000.0,357045000000.0,9487203,3.6725,77.43435,6909.236328,7525316590.0,722930373
11036,2017,870323,792,Turkey,233800000000.0,281392000000.0,1.1,3700.055162,858989000000.0,869683000000.0,81101892,3.648132635,69.37882,7967.700684,1231462361.0,46458780
11037,2017,870323,818,Egypt,66338749061.0,281392000000.0,90.0,4336.841066,235734000000.0,332442000000.0,96442593,17.78253352,55.47428,8497.368164,1029344777.0,258533964
11038,2017,870323,826,United Kingdom,641332000000.0,281392000000.0,0.0,5335.572443,2666230000000.0,2694280000000.0,66058859,0.776976682,83.34108,8875.389648,7536133593.0,66281113
11039,2017,870323,842,USA,2405280000000.0,281392000000.0,0.0,7249.474027,19519400000000.0,18715000000000.0,324985539,1.0,83.35255333,11065.70215,103000000000.0,9326594290
11040,2017,870322,12,Algeria,46052990973.0,100684000000.0,12.5,4765.061879,170163000000.0,159995000000.0,41389198,110.9730167,46.10981,9954.009766,863148384.0,173020087
11041,2017,870322,36,Australia,228442000000.0,100684000000.0,0.0,12143.21313,1329190000000.0,1208850000000.0,24601860,1.304758077,80.22369,8329.652344,1916853898.0,200751410
11044,2017,870322,76,Brazil,150749000000.0,100684000000.0,35.0,9469.12909,2062830000000.0,1795700000000.0,207833831,3.191389446,55.38240333,18364.50586,986147169.0,9900
11045,2017,870322,104,Myanmar,19253441935.0,100684000000.0,25.9,4620.396152,68945867478.0,67184236747.0,53382581,1360.358707,42.67139,3796.142578,13977755.0,1126820
11046,2017,870322,124,Canada,432405000000.0,100684000000.0,0.0,6625.394959,1649880000000.0,1528240000000.0,36543321,1.297935846,79.54094,10617.70313,1590660018.0,229654683
11047,2017,870322,152,Chile,65257236198.0,100684000000.0,0.0,11116.18416,277045000000.0,250440000000.0,18470439,648.8337926,71.58185,18375.18164,1079142864.0,124964721
11048,2017,870322,156,China,1843790000000.0,100684000000.0,13.5,7792.943011,12310400000000.0,11233300000000.0,1386395000,6.758755086,64.63936,955.651062,1242681651.0,222827
11049,2017,870322,203,Czechia,162899000000.0,100684000000.0,0.0,2793.176378,218629000000.0,196272000000.0,10594438,23.37633333,76.38834,8262.0625,1113561771.0,34229448
11052,2017,870322,320,Guatemala,18377914375.0,100684000000.0,0.0,7568.112701,71612352645.0,66053725049.0,16087418,7.34793875,61.95631,13029.69238,79382161.0,7272933
11053,2017,870322,344,"China, Hong Kong SAR",589317000000.0,100684000000.0,0.0,6619.415461,341244000000.0,320838000000.0,7391700,7.79325,84.76059,2095.842529,173167848.0,3292902
11054,2017,870322,360,Indonesia,156925000000.0,100684000000.0,2.5,8300.874847,1015620000000.0,931877000000.0,264645886,13380.83388,64.52893333,5291.683594,334014677.0,16496067
11055,2017,870322,364,Iran,51612276867.0,100684000000.0,43.5,4011.940937,445345000000.0,417984000000.0,80673951,33226.29815,55.70786,6562.448242,92406443.0,28657
11057,2017,870322,392,Japan,671474000000.0,100684000000.0,0.0,8017.078103,4866860000000.0,4922540000000.0,126785797,112.1661411,78.02069667,1156.669556,1981537237.0,234831
11058,2017,870322,398,Kazakhstan,29345907738.0,100684000000.0,12.4,5330.076958,166806000000.0,137278000000.0,18037776,326.0010227,74.84879,4227.771973,31116697.0,333410
11059,2017,870322,414,Kuwait,33568329846.0,100684000000.0,5.0,5087.709046,120707000000.0,109420000000.0,4056099,0.303349758,59.96924,7181.024902,73266041.0,2275345
11060,2017,870322,458,Malaysia,194720000000.0,100684000000.0,21.8,6055.344698,319112000000.0,301255000000.0,31105028,4.300440878,78.27291,4614.067383,113704235.0,7487018
11061,2017,870322,484,Mexico,420369000000.0,100684000000.0,35.0,10452.47608,1158910000000.0,1078490000000.0,124777324,18.92651667,73.39408333,12066.00781,2605709598.0,94003949
11062,2017,870322,496,Mongolia,4337305039.0,100684000000.0,5.0,4696.158639,11425755280.0,11186734674.0,3113779,2439.777201,66.1351,2003.103271,16521842.0,276958
11064,2017,870322,554,New Zealand,40128397719.0,100684000000.0,0.0,13858.61516,205416000000.0,188224000000.0,4793900,1.407408333,87.16633,10293.83691,470471600.0,27291813
11065,2017,870322,579,Norway,85525812090.0,100684000000.0,0.0,3142.086562,398394000000.0,368820000000.0,5276968,8.271666667,82.35614,7730.766602,280224628.0,10439794
11066,2017,870322,604,Peru,39763884637.0,100684000000.0,1.8,11324.46481,211007000000.0,191896000000.0,31444297,3.260488491,67.5175,16329.76465,564640116.0,53006655
11067,2017,870322,608,Philippines,101889000000.0,100684000000.0,1.8,5974.635767,328481000000.0,318627000000.0,105173264,50.40371979,59.25872,2615.750732,196270392.0,56197373
11068,2017,870322,616,Poland,217979000000.0,100684000000.0,0.0,3265.975518,526509000000.0,472630000000.0,37974826,3.779333333,77.68044,7753.967285,2138240861.0,71992459
11069,2017,870322,643,Russian Federation,228213000000.0,100684000000.0,11.1,3217.048971,1574200000000.0,1276790000000.0,144496740,58.34280119,75.21312667,6614.064453,309081864.0,32031081
11070,2017,870322,682,Saudi Arabia,134519000000.0,100684000000.0,5.0,6167.725554,688586000000.0,644936000000.0,33099147,3.75,59.44422,7557.271973,509930522.0,139203928
11071,2017,870322,699,India,444052000000.0,100684000000.0,125.0,4712.561331,2652750000000.0,2294800000000.0,1338658835,65.12156865,55.90158667,4692.671875,3508151.0,215539
11072,2017,870322,702,Singapore,327710000000.0,100684000000.0,0.0,8943.355287,341863000000.0,318652000000.0,5612253,1.380925,85.44138,4676.682617,501701037.0,2152742
11073,2017,870322,704,Viet Nam,213215000000.0,100684000000.0,53.0,7165.308476,223780000000.0,205276000000.0,94596642,22370.08667,65.28861,2740.135254,248416479.0,46258837
11074,2017,870322,710,South Africa,83030698712.0,100684000000.0,23.3,8515.915405,349554000000.0,296357000000.0,57000451,13.32380142,65.40686,13723.41309,1020658509.0,50935745
11076,2017,870322,757,Switzerland,267501000000.0,100684000000.0,0.0,2742.701815,679950000000.0,671309000000.0,8451840,0.984691667,76.42092,8878.165039,1380196319.0,38703784
11077,2017,870322,784,United Arab Emirates,270955000000.0,100684000000.0,5.0,5037.808796,385606000000.0,357045000000.0,9487203,3.6725,77.43435,6909.236328,476413903.0,17169446
11078,2017,870322,792,Turkey,233800000000.0,100684000000.0,1.2,3539.734713,858989000000.0,869683000000.0,81101892,3.648132635,69.37882,7967.700684,1466681743.0,19837541
11079,2017,870322,818,Egypt,66338749061.0,100684000000.0,26.0,4152.744898,235734000000.0,332442000000.0,96442593,17.78253352,55.47428,8497.368164,433410199.0,56718809
11080,2017,870322,826,United Kingdom,641332000000.0,100684000000.0,0.0,5278.676372,2666230000000.0,2694280000000.0,66058859,0.776976682,83.34108,8875.389648,8571566782.0,579287255
11081,2017,870322,842,USA,2405280000000.0,100684000000.0,0.0,7501.509862,19519400000000.0,18715000000000.0,324985539,1.0,83.35255333,11065.70215,16083215409.0,2539711684
11082,2017,870321,12,Algeria,46052990973.0,28177338961.0,12.9,4478.864947,170163000000.0,159995000000.0,41389198,110.9730167,46.10981,9954.009766,21099971.0,31786
11083,2017,870321,36,Australia,228442000000.0,28177338961.0,0.0,11954.13474,1329190000000.0,1208850000000.0,24601860,1.304758077,80.22369,8329.652344,169244618.0,1989738
11086,2017,870321,76,Brazil,150749000000.0,28177338961.0,35.0,11525.94639,2062830000000.0,1795700000000.0,207833831,3.191389446,55.38240333,18364.50586,69864559.0,791604
11087,2017,870321,104,Myanmar,19253441935.0,28177338961.0,27.1,5453.384667,68945867478.0,67184236747.0,53382581,1360.358707,42.67139,3796.142578,4572709.0,1536169
11088,2017,870321,124,Canada,432405000000.0,28177338961.0,1.5,7079.069778,1649880000000.0,1528240000000.0,36543321,1.297935846,79.54094,10617.70313,427668136.0,84421
11089,2017,870321,144,Sri Lanka,21316172076.0,28177338961.0,18.8,7631.325993,87428125558.0,82401038710.0,21444000,152.4464139,59.82373,5840.512695,167870342.0,256007
11090,2017,870321,152,Chile,65257236198.0,28177338961.0,0.0,11241.60573,277045000000.0,250440000000.0,18470439,648.8337926,71.58185,18375.18164,60595377.0,19347466
11091,2017,870321,156,China,1843790000000.0,28177338961.0,13.5,8880.421333,12310400000000.0,11233300000000.0,1386395000,6.758755086,64.63936,955.651062,206926175.0,60000
11092,2017,870321,203,Czechia,162899000000.0,28177338961.0,0.0,2560.064508,218629000000.0,196272000000.0,10594438,23.37633333,76.38834,8262.0625,196931231.0,14492757
11095,2017,870321,320,Guatemala,18377914375.0,28177338961.0,0.0,7021.789078,71612352645.0,66053725049.0,16087418,7.34793875,61.95631,13029.69238,10428084.0,1307351
11096,2017,870321,344,"China, Hong Kong SAR",589317000000.0,28177338961.0,0.0,6578.884447,341244000000.0,320838000000.0,7391700,7.79325,84.76059,2095.842529,6416745.0,1427175
11098,2017,870321,364,Iran,51612276867.0,28177338961.0,26.7,1957.473023,445345000000.0,417984000000.0,80673951,33226.29815,55.70786,6562.448242,18940.0,9566
11100,2017,870321,392,Japan,671474000000.0,28177338961.0,0.0,8128.68549,4866860000000.0,4922540000000.0,126785797,112.1661411,78.02069667,1156.669556,285131601.0,103051
11101,2017,870321,398,Kazakhstan,29345907738.0,28177338961.0,11.0,5173.10893,166806000000.0,137278000000.0,18037776,326.0010227,74.84879,4227.771973,4609940.0,599986
11103,2017,870321,484,Mexico,420369000000.0,28177338961.0,28.3,9567.32784,1158910000000.0,1078490000000.0,124777324,18.92651667,73.39408333,12066.00781,150083479.0,450
11104,2017,870321,496,Mongolia,4337305039.0,28177338961.0,5.0,3878.49707,11425755280.0,11186734674.0,3113779,2439.777201,66.1351,2003.103271,272292.0,36263
11106,2017,870321,554,New Zealand,40128397719.0,28177338961.0,0.0,11846.39067,205416000000.0,188224000000.0,4793900,1.407408333,87.16633,10293.83691,73513439.0,1874731
11107,2017,870321,579,Norway,85525812090.0,28177338961.0,0.0,3168.719929,398394000000.0,368820000000.0,5276968,8.271666667,82.35614,7730.766602,137761567.0,6250267
11108,2017,870321,604,Peru,39763884637.0,28177338961.0,1.8,10623.83468,211007000000.0,191896000000.0,31444297,3.260488491,67.5175,16329.76465,109274802.0,13039382
11109,2017,870321,608,Philippines,101889000000.0,28177338961.0,2.5,6513.042683,328481000000.0,318627000000.0,105173264,50.40371979,59.25872,2615.750732,163618500.0,3254628
11110,2017,870321,616,Poland,217979000000.0,28177338961.0,0.0,3171.065712,526509000000.0,472630000000.0,37974826,3.779333333,77.68044,7753.967285,515499187.0,28460335
11111,2017,870321,643,Russian Federation,228213000000.0,28177338961.0,9.4,4813.736257,1574200000000.0,1276790000000.0,144496740,58.34280119,75.21312667,6614.064453,49730436.0,3856817
11112,2017,870321,682,Saudi Arabia,134519000000.0,28177338961.0,5.0,5673.678311,688586000000.0,644936000000.0,33099147,3.75,59.44422,7557.271973,886881784.0,554602376
11113,2017,870321,699,India,444052000000.0,28177338961.0,125.0,4555.640891,2652750000000.0,2294800000000.0,1338658835,65.12156865,55.90158667,4692.671875,408207.0,108287
11114,2017,870321,702,Singapore,327710000000.0,28177338961.0,0.0,6671.309149,341863000000.0,318652000000.0,5612253,1.380925,85.44138,4676.682617,38410884.0,3517155
11115,2017,870321,704,Viet Nam,213215000000.0,28177338961.0,63.1,4842.876457,223780000000.0,205276000000.0,94596642,22370.08667,65.28861,2740.135254,13316692.0,39453
11116,2017,870321,710,South Africa,83030698712.0,28177338961.0,10.0,7253.186468,349554000000.0,296357000000.0,57000451,13.32380142,65.40686,13723.41309,452720231.0,44192458
11118,2017,870321,757,Switzerland,267501000000.0,28177338961.0,0.0,2566.933922,679950000000.0,671309000000.0,8451840,0.984691667,76.42092,8878.165039,414603986.0,17129867
11119,2017,870321,784,United Arab Emirates,270955000000.0,28177338961.0,4.5,4771.212953,385606000000.0,357045000000.0,9487203,3.6725,77.43435,6909.236328,55987337.0,858391
11120,2017,870321,792,Turkey,233800000000.0,28177338961.0,1.0,3450.980308,858989000000.0,869683000000.0,81101892,3.648132635,69.37882,7967.700684,280264655.0,3806277
11121,2017,870321,818,Egypt,66338749061.0,28177338961.0,26.7,5696.404265,235734000000.0,332442000000.0,96442593,17.78253352,55.47428,8497.368164,107504406.0,154044
11122,2017,870321,826,United Kingdom,641332000000.0,28177338961.0,0.0,4370.17081,2666230000000.0,2694280000000.0,66058859,0.776976682,83.34108,8875.389648,2704227668.0,294155812
11123,2017,870321,842,USA,2405280000000.0,28177338961.0,0.0,7367.775738,19519400000000.0,18715000000000.0,324985539,1.0,83.35255333,11065.70215,1330940216.0,118684
11124,2017,854470,12,Algeria,46052990973.0,6327776477.0,15.0,4296.343173,170163000000.0,159995000000.0,41389198,110.9730167,46.10981,9954.009766,10780076.0,2140720
